text,label,char_length,word_count
உண்மையான காதலை யாரும் எதிர்க்கவில்லை.. இரு வீட்டார் சம்மதம் இருந்தால் கல்யாணம் பண்ணி வாழுங்கள் உண்மையாக.. விருப்பம் இல்லா காதல் பல பிரச்சனைகளை தரும் குடும்பத்தில்... இதை விட மோசமானது நாடககாதல் என்னும் பெயரில் பெண்களை ஏமாற்றுவது அது எந்த சமுகம் செய்தாலும் குற்றமே அதை திரையில் தைரியமாக காட்டும் இயக்குனார் அவர்களுக்கு ஒவ்வொரு பெண் குழந்தையையும் தெய்வமாக பார்க்கும் அனைவரும் வாழ்த்தி இப்படத்தை தனது பெண் பிள்ளைகளுக்கு காட்டி விழிப்புணர்வு செய்ய வேண்டும்...,Not_offensive,458,53
super Thalaivaaaa your styles appadiye irukku,Not_offensive,45,6
Yuvan +thala=deadliest combo... Dialogues bgmyuvannnthalaaaaaa,Not_offensive,63,5
"Simran,Rajinikanth & Vijay Sethupathi",Not_offensive,38,5
கேவி ஆனந்த் சார் சூப்பர் சூப்பர் மூவி வெயிட்டிங் ஃபார் ஆகஸ்ட் 30,Not_offensive,64,10
நம்ம பலமுறை பாத்து பரிச்சியாமனான முகங்களை வேற கோணத்தில் சற்றும் பதற்றமாக காட்டுவதே மிஷ்கினின் தனித்திறன்... வாழ்த்துகள் மிஷ்கின் அண்ணா,Not_offensive,135,15
Ajith ku correct ah na movie ya nu therlaa mass irkathu pola,Not_offensive,60,12
Super thala massss mass massss,Not_offensive,32,5
மீண்டும் ஒரு மறுமலர்ச்சி வேண்டும் நாடக காதல் கோஷ்டிகளுக்கு சரியான செருப்படி... திருமா & ரஞ்சித் சோழர் வகையறாக்கள் கதறல் 🤣🤣🤣🤣🤣🤣🤣,Offensive_Targeted_Insult_Group,130,16
Idhu 96! Yaara emathura,Not_offensive,24,5
Oru mairum puriyala trailer la Shiva enna Tha sollavaran konjam sollunga boss puriyera madiri,Offensive_Targeted_Insult_Individual,98,14
Apadi Elam nadakadhu nadaka kodadhu.,Not_offensive,37,5
Marvel next level india awosome sk,Not_offensive,34,6
Padam vera leveluh irukum polaye 🤔🤔 Waitingle veriaaguthu Tharamana sambavam irukku,Not_offensive,83,11
தமிழ்நாட்டில் மிகவும் சிறுபான்மை சௌராட்டிர சமூகம் சார்பாக வாழ்த்துக்கள்...,Not_offensive,74,7
Indha padatha copynu solli evanum case podalaya da,Offensive_Untargetede,50,8
Mugamoodiku moonu ticket irukku.. variya...,Not_offensive,43,5
THALA ya paakka Kaalaila ye vantomla,Not_offensive,36,6
கடைசில rajini ய வச்சு செஞ்சுடிங்களே டா,Offensive_Targeted_Insult_Individual,38,6
மதுரை மாவட்டம் முத்தரையர்கள் சார்பில் படம் வெற்றிபெற வாழ்த்துக்கள்..,Not_offensive,68,7
Love...you sai pallavi garu. Surya anna. rakul didi,not-Tamil,54,8
கும்பகோணம் பகுதி படையாச்சி சமுகம் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்.,Not_offensive,71,9
Super mass yean dislike poduringa... Unga ennam pol vaazhkai...,Not_offensive,63,9
vj Anna pinnitinga...summa kili kilinu kilichitinga,Not_offensive,53,6
Nooooooòooooooooo words pa. Trailer semma massssa irrukku. Vera level...,Not_offensive,73,9
Malaysia Fans Hits Like For #Thalaivaa: ),Not_offensive,42,8
sema kevalama iruku...looks like baby ma deepa..,Offensive_Targeted_Insult_Group,48,7
Karthik Anna Vijay Anna suriya Anna what a line up for him @lokesh Anna,Not_offensive,73,14
Ithukkum dislike podravangala nenacha than,Offensive_Untargetede,42,5
Like comment pannitu thala tharidanam pathavanga inga like podunga,Not_offensive,66,9
Suriya annan and lalettan... Paaa... semma.. katta waiting,Not_offensive,59,8
Love u thala by chiyan fan.. u always masssasaaaa... love uuuuuuu,Not_offensive,65,11
It's like irumbu kootai muratu singham fantasy flick tale..,Not_offensive,59,9
தமிழ் சினிமாவே திரும்பிப் பார்க்க போற படம் இதுதான்...!! பெண்களை சாதி ரீதியாக நாடக காதல் வலையில் வீழ்த்தி பணம் சம்பாதிக்கவும் நாடக காதல் பன்றிகளுக்கு ஒரு பாடமாக இருக்கும்... //2020 புரட்சி//,Offensive_Targeted_Insult_Group,192,24
Get Rajnified All Thalaivar Fans... Marana Mass Thalaivar... Petta Paraak...,Not_offensive,82,10
Ungala maathiri oru maanaketta jaathi ya paathathe ila da... Pollachi la yevlo ponnu mela kai vachinga... Appo yevan sunniya oombittu irunthinga...? Yenda baadu...!,Offensive_Targeted_Insult_Group,166,23
మొబైల్స్ మాత్రమే అలా హఠాత్తుగా మాయం అవడం ప్రేక్షకుల మనసులోకి నొప్పేలా లేదు.ఈ విషయంలో మెస్మరైజ్ మిస్సయ్యింది.,not-Tamil,108,13
overa adunu ippadi than da badu santhu thu,Offensive_Targeted_Insult_Individual,42,8
Ending Credit's Semma... Senjittinga... Nalla vachi senjittinga sotta rajiniya.. Arasiyal KU vara maata pola,Offensive_Targeted_Insult_Individual,110,15
இராமநாபுரம் மாவட்டம் முத்தரையர்கள் வழிமறிச்சான் முத்தரையர்கள் சார்பாக படம் வெற்றிடைய வாழ்த்துக்கள்,Not_offensive,98,9
Sema style... Summa ye Dislike panranugalo!!!,Offensive_Untargetede,45,6
Make 16 million friends.. We have 2 days time,Not_offensive,45,9
"4 heroesum marana mass str,arun vijay,vijay sethupathi,aravind sami",Not_offensive,71,11
90s rajini is back vayasanallum allagum stylum unna vittu polla,Not_offensive,63,10
Padam Vetri adaiya vazthukkal..by Thalapathy fan..,Not_offensive,50,6
விஸ்வகர்மா சமுதாயம் சார்பாக மாபெரும் வெற்றிப்படமாக அமைய வாழ்த்துகள்,Not_offensive,67,7
When Pandey gets up Vandumurugan: IM SPEAKING.. NO CROSS SPEAKING... SITTT DOWNNN,Offensive_Targeted_Insult_Individual,83,13
Rajini ah vida akshay mass ah irukane,Offensive_Targeted_Insult_Individual,37,7
#ThaLaiva Varlam Varlam Vaaa Bairavaa vera level!!,Not_offensive,50,7
S3 VIJAYIKKATTE WAITING FOR FDFS BUT TEASER NOT INTRESTING FROM A BIG FAN OF #VIJAY,Not_offensive,84,15
Nivetha suit aachu...But rashi kanna nalla illa...,Offensive_Targeted_Insult_Individual,52,8
Unlike pannava ava amma ellam item tha Thevadiyanga pasangala Ungamma koothingala kilichiduvan,Offensive_Targeted_Insult_Other,94,12
28000 கமெண்ட் இருக்கு. ஒவ்வொரு கமெண்ட் ம் அவரவர் ஜாதி சொல்லி வாழ்த்துக்கள் என்ற படி இருக்கிறது. படம் வரும் முன்பே இத்தனை ஜாதி வண்மம் கொந்தளிப்பு என்றால் படம் வந்தால் கண்டிப்பாக பிரச்சனை உறுதி. இது போன்ற படங்கள் இந்த காலத்தில் எடுப்பது வெந்த புண்னில் வேல் பாய்ச்சுவது போல. பாவம் மக்கள். ஓம்குமார் மதுரை,Offensive_Targeted_Insult_Group,303,42
Semma...twist ellam trilar open aguthu bro...atha komjam sari pannikonga,Not_offensive,76,9
NGK maass kaapaan teaser maasu maranam,Not_offensive,38,6
"Pariyerum parumal,Asuran ah vida indha blockbuster aaki kaatrom",Not_offensive,64,9
Sirf kajju k liye aaya hu. Love you kajju,not-Tamil,42,9
Padam varumla thambi May 31 padam varum paru,Not_offensive,45,8
Bagatelle in a minor piano bgm avar pottadula...,Not_offensive,50,8
irumugan maathiri irukku voice aa sonnaen,Not_offensive,51,6
Movie Tamil memang best...terbaik Ajith,Not_offensive,40,6
allu ila siripu thaan varuthu athigama...,Not_offensive,44,6
omg rajini is killing awesome...get rajinified,Not_offensive,48,6
10M views varalamm va varalamm bhairavaaaa,Not_offensive,43,6
Koi bhi jab bhi healthy lagega to kiya sirf bada sa muh se aur aage ke body se Back shape body ka slim aur front shape fat Movie bana rahe ya tiktok video,not-Tamil,156,33
Marana mass na adhu naanga thanda AK Brothers,Not_offensive,45,8
Hit like for akshay kumar and rajni sir awsome trailer,Not_offensive,54,10
HARRIS JAYARAJ BGM KU MARANA WAITING SONGS ARE MARANA MASS MUSIC,Not_offensive,64,11
plz upload full movie in hindi dubbed.Plz ADMIN,Not_offensive,47,8
It looks like a animated movie,Offensive_Targeted_Insult_Group,30,6
Kangna Ranaut Fan's,Not_offensive,20,3
சாதிகள் மேல் நம்பிக்கை இல்லாத தமிழனாக வாழ்த்துகிறேன்,Not_offensive,52,6
Thi is azhudha yezhuthu 2!,Not_offensive,27,6
Super star Madhiri yarum vara mudiyadhu... Sweet sapidalama...,Not_offensive,75,9
Aga aga Ethukku thana Ethanala kathueruthan Vera level trialler,Not_offensive,63,9
Valthukkal vikram sir nadippin nayagan muyarchi in mugam vetri in ragasiyam amaithiyin marupakkam ipdi neraya neraya neraya sollite polam,Not_offensive,137,19
இது தாண்டா உண்மையான சமூகப்படம். அடுத்தவன் குடும்பத்தை கெடுக்க நினைப்பவன்க்கு மட்டும் தான் இதை பார்த்தால் கோவம் வரும்.,Not_offensive,117,14
Elaru teaser dha pakranglo oliye adhalirku Message purnjika matingrange Idhule oru dialogue Padchuvinge Ella Camunu irkuraladha nama nadu mosama irku epodha Nam young stars Ella anyaythe eduthu koral kudupanglo Appo oru New India Paklam,Not_offensive,237,34
ilaya thalapathy vijay na enna masss...,Not_offensive,40,6
தல போல வராது... Waiting viswasam trailer,Not_offensive,41,6
Niz bgm copy... From Malayalam,Not_offensive,31,6
yenaku idhu yenamo seriyaaa padulaa...dislike ji,Offensive_Targeted_Insult_Individual,53,6
Dei ithanda massu.Enga Thala da eppayum mass,Not_offensive,44,7
Hindi movie Pink remake in Tamil...,Not_offensive,35,6
Adhula nadakavum nadakadhu... Mass scene... Luv u Thala...,Not_offensive,60,8
film by selva ragavan nu pakum pothu... etho oru vidhathula goosebumbs...,Not_offensive,74,11
Share all social media views support tamilnadu makkal,Not_offensive,53,8
kochadaiyan football adraaru anga oru trailerla,Offensive_Targeted_Insult_Individual,47,6
low caste pasangala pathina padama Avlova hit agathu,Offensive_Untargetede,53,8
Mass thalaiva Dhanush Anna vera level,Not_offensive,37,6
illaya thala pathi VIJAY ki jai,Not_offensive,31,6
Surya sir endha Maathir acting ah unga Kitta paththu romba naal aachi...super,Not_offensive,78,12
lokesh katta awaiting for Thalapathy 64... iam waiting...,Not_offensive,60,8
Thala Thala Thala தல தல தல,Not_offensive,32,6
படம் வெற்றி பெற வாழ்த்துகள் ௧டலூர் மாவட்டம்,Not_offensive,43,6
Yenna da last seen ha phone la potrite mode la yedutha maari irruku,Offensive_Untargetede,67,13
suryaye kazhinje vere l ulloo abhinayathinte karyathil,not-Tamil,54,7
Intha trailera dislike pandrathukune vijay thevidiya payyan oru group vachirupan athunga than dislike pannitu irukuthunga otha wig mandayan fans.,Offensive_Targeted_Insult_Individual,145,19
"பகவான் ஸ்ரீ கிருஷ்ணன், அம்மன் ஸ்ரீ திரௌபதி இனம் நாங்கள்... வாழ்த்துக்கள் ( திரௌபதி) Team.",Not_offensive,93,13
.uyarntha sathi nu sollaravan inathukku 6 arivu kidaikkum varai India uruppadath Manithan 6 arivu petravan. sathithan perisu nu sollaravan oru arivu kooda illathavan.,Offensive_Targeted_Insult_Other,170,24
